,spam,sms,sms_transform
754,0,Realy sorry-i don't recognise this number and am now confused :) who r u please?! ,reali recognis number confus r u pleas
755,0,So why didnt you holla?,didnt holla
756,0,Cant think of anyone with * spare room off * top of my head,cant think anyon spare room top head
757,0,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",faith make thing possibl hope make thing work love make thing beauti may three christma merri christma
758,0,U should have made an appointment,u made appoint
759,0,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",call phone vibrat act might hear text
760,1,"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply.",romant pari 2 night 2 flight book 4 next year call 08704439680t cs appli
761,0,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",grandma oh dear u still ill felt shit morn think hungov anoth night leav sat
762,1,Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,urgent ur guarante award still unclaim call 09066368327 claimcod m39m51
763,0,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,noth ju tot u would ask co u ba gua went mt faber yest yest ju went alreadi mah today go ju call lor
764,0,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",wish famili merri ma happi new year advanc
765,1,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,ur award citi break could win summer shop spree everi wk txt store 88039 skilgm tscs087147403231winawk age16
766,0,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",nt goin got somethin unless meetin 4 dinner lor haha wonder go ti time
769,0,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,lol know dramat school alreadi close tomorrow appar ca drive inch snow suppos get
770,0,Not getting anywhere with this damn job hunting over here!,get anywher damn job hunt
771,0,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? ,lol u drunkard hair moment yeah still 4 tonight wat plan
772,0,"idc get over here, you are not weaseling your way out of this shit twice in a row",idc get weasel way shit twice row
773,0,I wil be there with in  &lt;#&gt;  minutes. Got any space,wil lt gt minut got space
775,0,Thanks for picking up the trash.,thank pick trash
776,0,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,go tell friend sure want live smoke much spend hour beg come smoke
777,0,"\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\""""",kate love see tonight ill phone tomorrow got sing guy gave card
778,0,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,happi new year dear brother realli miss got number decid send text wish happi abiola
779,0,That means get the door,mean get door
781,0,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",hmmm thought said 2 hour slave 3 late punish
782,0,Beerage?,beerag
783,1,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,import custom servic announc premier call freephon 0800 542 0578
784,0,Dont think so. It turns off like randomlly within 5min of opening,dont think turn like randomlli within 5min open
785,0,"She was supposed to be but couldn't make it, she's still in town though",suppos could make still town though
786,0,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,time fix spell sometim get complet diff word go figur
787,1,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),ever thought live good life perfect partner txt back name age join mobil commun
788,1,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, å£3 per pole. UnSub 08718727870.",5 free top polyphon tone call 087018728737 nation rate get toppoli tune sent everi week text subpoli 81618 per pole unsub 08718727870
790,0,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,hope enjoy game yesterday sorri touch pl know fondli bein thot great week abiola
791,0,All e best 4 ur driving tmr :-),e best 4 ur drive tmr
792,0,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATåÕS AL!!!!!!!!!,u dogbreath sound like jan c thatåõ al
793,0,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,omg want scream weigh lost weight woohoo
794,0,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,gener one uncount noun u dictionari piec research
795,0,it's really getting me down just hanging around.,realli get hang around
796,1,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",orang custom may claim free camera phone upgrad loyalti call 0207 153 offer end 14thmarch c appli availa
797,0,"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\""""",boy wherear friendsar thekingshead come canlov
798,0,Ok i msg u b4 i leave my house.,ok msg u b4 leav hous
799,0,"\Gimme a few\"" was  &lt;#&gt;  minutes ago""",gim lt gt minut ago
800,1,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",last chanc claim ur worth discount voucher today text shop 85023 savamob offer mobil cs savamob pobox84 m263uz sub 16
801,0,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,appt lt time gt fault u listen told u twice
802,1,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,free 1st week no1 nokia tone 4 ur mobil everi week txt nokia 8077 get txting tell ur mate pobox 36504 w45wq
803,1,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,guarante award even cashto claim ur award call free 08000407165 2 stop getstop 88222 php rg21 4jx
804,0,K I'll be there before 4.,k 4
805,0,I dled 3d its very imp,dled 3d imp
806,0,"sure, but make sure he knows we ain't smokin yet",sure make sure know ai smokin yet
807,0,Boooo you always work. Just quit.,boooo alway work quit
808,0,I am taking half day leave bec i am not well,take half day leav bec well
809,0,Ugh I don't wanna get out of bed. It's so warm.,ugh wan na get bed warm
810,0,S:)s.nervous  &lt;#&gt; :),lt gt
811,0,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,ring come guy costum gift futur yowif hint hint
812,1,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,congratul ur award either cd gift voucher free entri 2 weekli draw txt music 87066 tnc
813,0,I borrow ur bag ok.,borrow ur bag ok
814,1,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",u outbid simonwatson5120 shinco dvd plyr 2 bid visit sm 2 end bid notif repli end
815,0,Where's my boytoy? I miss you ... What happened?,boytoy miss happen
816,0,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",lot use one babe model help youi bring match
817,0,Also are you bringing galileo or dobby,also bring galileo dobbi
818,0,Then why you not responding,respond
819,0,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\""""",babe u enjoyin yourjob u seem 2 b gettin well hunni hope ure ok take care iåõllspeak 2u soonlot lovem
820,0,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,good afternoon starshin boytoy crave yet ach fuck sip cappuccino miss babe teas kiss
821,0,On the road so cant txt,road cant txt
822,1,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",smsservic yourinclus text credit pl goto 3qxj9 unsubscrib stop extra charg help 9ae
823,1,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,25p 4 alfi moon children need song ur mob tell ur m8 txt tone chariti 8007 nokia poli chariti poli zed 08701417012 profit 2 chariti
825,0,Hmm .. Bits and pieces lol ... *sighs* ...,hmm bit piec lol sigh
826,0,Hahaha..use your brain dear,hahaha use brain dear
827,0,Hey. You got any mail?,hey got mail
828,0,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",sorri light turn green meant anoth friend want lt gt worth may around
829,0,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,thank yesterday sir wonder hope enjoy burial mojibiola
830,1,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,u secret admir reveal think u r special call opt repli reveal stop per msg recd cust care 07821230901
831,0,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenåÕt sent u 1 in ages started driving so stay off roads!RVx,hi mate rv u hav nice hol messag 3 say hello coz havenåõt sent u 1 age start drive stay road rvx
832,1,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",dear voucher holder claim week offer pc pleas go http ts cs appli stop text txt stop 80062
833,0,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",thank much skype wit kz sura didnt get pleasur compani hope good given ultimatum oh countin aburo enjoy messag sent day ago
